cod_articulo_magic,desc_articulo
300376,JARABE TERMINADO VOLT BLUE
300651,JARABE DE TE  NEGRO LIMON COOL FILL
300652,JARABE DE TE  NEGRO FRUTOS ROJOS  COOL FILL
301061,JARABE TERMINADO SPORADE NARANJA NUEVA FORMULACION 2019
301115,JARABE TERMINADO VOLT YELLOW ECONOMICO
301189,JARABE TERMINADO FREE LIFE NARANJA MANGO
3000108,JARABE TERMINADO VOLT BLUE FORMATO 600 ML - ALTERNATIVO
3000177,JARABE TERMINADO SPORADE UVA
3000258,JARABE TERMINADO CIFRUT CITRUS PUNCH SIN AZÚCAR - ALTERNATIVO
3000335,JARABE TERMINADO AMAYU ENERGY CAMU CAMU SIN AZÚCAR
3000356,JARABE TERMINADO VOLT GAMER
3000358,JARABE TERMINADO CIFRUT MANZANA SIN AZÚCAR
3000380,JARABE TERMINADO BURST SPORT PONCHE DE FRUTAS - MAQUILA 3B
3000411,JARABE TERMINADO PULP BEBIDA DE MANZANA
3000451,JARABE TERMINADO AMAYU ENERGY CAMU CAMU SIN AZÚCAR - MAQUILA
3000481,JARABE TERMINADO PULP BEBIDA DE DURAZNO
3000510,JARABE TERMINADO VOLT DARK
3000612,JARABE TERMINADO VOLT BLUEBERRY MAQUILA
3000657,JARABE TERMINADO ROMPE ENERGY FRUTAS TROPICALES SIN AZUCAR
3000677,JARABE TERMINADO VOLT CITRUS
73377,BASE PARA BEBIDA ENERGY PINK 73375 - PARTE 3
73677,BASE PARA BEBIDA DE NARANJA P 73676 - PARTE 2
73678,BASE PARA BEBIDA DE NARANJA P 73676 - PARTE 3
73820,BASE PARA BEBIDA JARABEADA CARBONATADA MANZANA BG-MX-180594 CÓDIGO 73816 - PARTE 2
73825,BASE PARA BEBIDA JARABEADA CARBONATADA TORONJA 73824 - PARTE 2
74397,BASE PARA BEBIDA VOLT YELLOW E SIN AZÚCAR 74396 - PARTE 2
74427,BASE PARA BEBIDA VOLT BLUE E SIN AZÚCAR 74425  - PARTE 3
74428,BASE PARA BEBIDA VOLT BLUE E SIN AZÚCAR 74425 - PARTE 4
74548,BASE PARA BEBIDA DE PI¥A P 74546 - PARTE 3
41831,PREFORMA DE 57.1 GRS CRISTAL (MAQUILA) CUELLO CORTO MATERIA PRIMA
65403,ETIQUETA BIG COLA 1.500 LTS $ 10.00 SAL 4 (2015) PT
67393,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 38 CM CAL 220 PT
67411,ETIQUETA BIG AQUA 625 ML SAL 4 (2016) PT
67747,ETIQUETA VOLT GREEN 300 ML $8.00 SAL 3 (2016) PT
68629,ETIQUETA BIG CITRUS PUNCH 360 ML SAL 3 (2016) (2) PT
68812,ETIQUETA BIG COLA 1.000 LTS SAL 3 (2017)
68926,ETIQUETA BIG SABOR NARANJA 3.030 LTS SAL 3 (2017)
69188,ETIQUETA BIG COLA SIN AZUCAR 360 ML SAL 3 (2017) PT
69320,"ETIQUETA COOL TEA NEGRO FRUTOS ROJOS 1,000 ML SAL 3 PT"
69343,"ETIQUETA COOL TEA NEGRO LIMON 1,000 ML SAL 3 PT"
69435,ETIQUETA SUPER VALUE SABOR TORONJA 3.00 LTS SAL 3 (2014) PT
69474,ETIQUETA AJE AQUA GASIFICADA 2.250 LTS SAL 3 (2017) PT
69578,ETIQUETA BARRILITOS MANZANA 750 ML PT
69580,ETIQUETA BARRILITOS POCHE TROPICAL 750 ML PT
53632,BIG CITRUS PUNCH 0.200 LTS X 24 SIN PRECIO
53646,BIG NARANJA 3.300 LTS X 6 SIN PRECIO MARZO 2014
53649,BIG PONCHE DE FRUTAS 3.300 LTS X 6 SIN PRECIO MARZO 2014
53654,AURRERA TORONJA 3.000 LTS X 6 SIN PRECIO MARZO 2014
53747,BIG COLA 620 ML X 24 SIN PRECIO MARZO 2014
53826,AJE AQUA MINERALIZADA 620 MIL  X 24 SIN PRECIO
53934,MI MARCA SABOR COLA 3.000 LTS X 6 SIN PRECIO ABRIL 2014
53935,MI MARCA SABOR LIMA LIMON 3.000 LTS X 6 SIN PRECIO ABRIL 2014
53942,SUPER VALUE LIMA-LIMON 3LTS X 6 SIN PRECIO ABRIL 2014
53946,CASA LEY MANZANA 3.000 LTS X 6 SIN PRECIO ABRIL 2014
54052,BIG CITRUS PUNCH 1.200 LTS X 6 SIN PRECIO
54100,BOOST MANGO MARACUYA 235ML X 24
54369,MAQUILA FINLANDIA FROST ARANDANO 269 ML X 24
54370,MAQUILA FINLANDIA FROST TONIC 269 ML X 24
54375,ETIQUETA AJE AQUA 1.000 LTS SAL 3 (2014) PT
54587,ETIQUETA AJE AQUA 1.500 LTS $8.00 SAL 3 (2014) PT
54690,ETIQUETA AJE AQUA 360 ML $3.00 SAL 3 (2014) PT
55718,ECONOMAX MANZANA 3.000 LTS X 6 SIN PRECIO 2014
55923,ETIQUETA BIG COLA BARCELONA 2.600 LTS SAL 3 (2014) PT
56002,ETIQUETA BIG SABOR TORONJA 3.030 LTS $15.00 SAL 3 (2014) (2) PT
56008,ETIQUETA AJE AQUA 625 ML $4.00 SAL 4 (2014) (TL) PT
56257,ETIQUETA BIG SABOR MANZANA 3.030 LTS $15.00 SAL 3 (2014) (2) PT
56258,ETIQUETA BIG SABOR TORONJA 3.030 LTS $15.00 SAL 3 (2014) (2) PT
56260,ETIQUETA BIG SABOR PONCHE DE FRUTAS 3.030 LTS $15.00 SAL 3 (2014) (2) PT
56265,ETIQUETA BIG SABOR NARANJA 500 ML $5.00 SAL 3 (2014) (2) PT
56280,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 40 CM CAL 250 PT
56281,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 46 CM CAL 250 PT
69606,ETIQUETA AURRERA TORONJA 3.000  LTS SAL 3 (2017) PT
70713,ETIQUETA MYBRAND MANZANA 3.000 LTS SAL 3 (2018) PT
71087,ETIQUETA BIG SABOR TORONJA 3.300 LTS SAL 3 (2018) PT
71089,ETIQUETA BIG SABOR NARANJA 3.300 LTS SAL 3 (2018) PT
71127,ETIQUETA BIG SABOR MANZANA 1.500 LTS SAL 3 (2018) PT
71131,ETIQUETA BIG SABOR TORONJA 2.250 LTS SAL 3 (2018) PT
71151,ETIQUETA BIG SABOR NARANJA 500 ML SAL 3 (2018) PT
71154,ETIQUETA BIG SABOR MANZANA DELIC 360 ML SAL 3 (2018) PT
71178,ETIQUETA BIG CIFRUT TORONJA 360 ML SALIDA 3 (2018) PT
71188,LAMINA TERMOENCOGIBLE DE 56 CM CAL 230 PT
71204,ETIQUETA BIG SABOR MANZANA DELIC 1.500 LTS SAL 4 (2018) PT
71404,LAMINA TERMOENCOGIBLE DE 21 CM CAL 200 PT
71476,ETIQUETA AJE AQUA 3.000 LTS SAL 3 NUEVO DISE¥O (2018) PT
71477,ETIQUETA AJE AQUA 360 ML SAL 3 NUEVO DISE¥O (2018) PT
71536,LAMINA TERMOENCOGIBLE DE 36 CM CAL 200 PT
72112,ETIQUETA BIG COLA 1.500 LTS SAL 4 NUE DISE¥O MONO CAPA (2019) PT
72114,ETIQUETA BIG COLA SIN AZUCAR 2.600 LTS SAL 3 NUE DISE¥O MONO CAPA (2019) PT
72172,ETIQUETA AURRERA PI¥A 3.000 LTS SAL 3 NUEVO DISE¥O (2019) PT
1,BIG COLA 2.600 LTS
463,FIRST MANZANA 0.550 LT X 48
565,AGUA FREE WORLD 620 ML X 48
617,FIRST LIMON 3.3 LTS X 12
639,BIG COLA LATA 0.355 LTS X 96
20749,BIG CITRUS PUNCH 0.335 LTS X 96 EN LATA
21142,BIG CITRUS PUNCH 150 ML X 48 (12 PACK-TETRAPAK)
35584,PREFORMA DE 21 GRS CRISTAL PARA AGUA PT-INYECCION
43736,"ETIQUETA BIG FRESH NARANJA ""FC BARCELONA"" 620 ML SIN PRECIO SALIDA 3 LAMINADA NOVIEMBRE 2011 AJEMEX"
44408,LAMINA TERMOENCOGIBLE DE 56 CM PT
44414,LAMINA TERMOENCOGIBLE DE 62 CM PT
44937,TAPA PLASTICA BIG CITRUS NARANJA CORTA GENERICA (TIPO CORVAGLIA)  AJEMEX
45065,EXHIBIDOR COLOR ROJO
45212,"ETIQUETA BIG COLA ""FC BARCELONA"" 1.000 LTS SIN PRECIO LAMINADA SALIDA 3 AJEMEX PT (FB)"
45364,PREFORMA DE 31.50 GRS CRISTAL  CUELLO CORTO INYECCION
45596,ETIQUETA AURRERA NARANJADA S/P 3.000 LT PT
45818,"ETIQUETA BIG FRESH TORONJA""FC BARCELONA"" 3.300 LTS SIN PRECIO SALIDA 3 LAMINADA AJEMEX  PT MAYO 2012"
46161,PREFORMA DE 21.2 GRS CRISTAL CON UV
46165,PREFORMA DE 21.2 GRS VERDE
47790,PREFORMA DE 18.3 GRS CRISTAL CON UV CUELLO CORVAGLIA INYECCION (14040) PT
47836,PREFORMA DE 18.3 GRS AGUA CRISTAL CUELLO CORVAGLIA INYECCION (14040)
48052,ETIQUETA AURRERA AGUA 200 ML SIN PRECIO SALIDA 3 PT
48567,ETIQUETA BIG CITRUS PUNCH VERDE 2.000 LTS SALIDA 4 PT
48596,LAMINA TERMOENCOGIBLE DE 46 CM CALIBRE 220 PT
48958,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 40 CM PT
49072,ETIQUETA BIG SABOR NARANJA 3.300 LTS SALIDA 3 (2013) PT
49084,ETIQUETA BIG SABOR PONCHE DE FRUTAS 3.300 LTS SALIDA 3 (2013) PT
49551,ETIQUETA BIG COLA PE BARCELONA 1.800 LTS SALIDA 3 PT
49714,ETIQUETA BIG CITRUS CONGA PUNCH 620 ML SALIDA 3 PT
56473,BIG NARANJA 3.030 LTS X 6 CON PRECIO $15.00
56497,ETIQUETA AURRERA MANZANA 3.000 LTS SAL 3 (2014) (2) PT
56499,ETIQUETA AURRERA  TUTTI FRUTTI 3.000 LTS SAL 3 (2014) (2) PT
56504,ETIQUETA AURRERA BEBIDA CITRICA 3.000 LTS SAL 3 (2014) (2) PT
56942,BIG COLA 355 ML X 12 LATA SIN PRECIO NOV 2014
57060,SUPER VALUE COLA 3LTS X 6 SIN PRECIO NOV 2014
57257,ETIQUETA BIG COLA 1.000 LTS $8.00 SAL 4 (2014) PT
75115,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS UVA 75115
57484,AJE COOL TEA NEGRO SABOR DURAZNO  400 ML X 12 SIN PRECIO DIC 2014
59380,ETIQUETA BIG CITRUS NARANJADA 2.500 LTS SAL 4 (2015) PT
59586,BIG COLA 300 ML X 24 CON PRECIO $ 3
60043,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 92 CM PT
60982,ETIQUETA BIG AQUA 1.000 LTS SAL 3 PUE (2015) (2) PT
61791,ETIQUETA BIG COLA 500 ML SAL 3 (2015) PT
61792,ETIQUETA BIG SABOR TORONJA 3.030 LTS SAL 3 (2015) PT
61802,ETIQUETA BIG SABOR MANZANA 500 ML SAL 3 (2015) PT
61804,ETIQUETA BIG SABOR TORONJA 2.250 LTS SAL 3 (2015) PT
61864,BOBINA IMPRESA Y CORTADA 4P FRUTAS NACIONAL M0562 PT
62378,BOBINA IMPRESA Y CORTADA 6PC N&L BLUERASPBERRY M3452 PT
63724,BIG MANZANA 2.25 LTS X 6 CON PRECIO $12.00
63726,BIG TORONJA 2.25 LTS X 6 CON PRECIO $12.00
64803,ETIQUETA BIG SABOR TORONJA 2.250 LTS $ 10.00 SAL 4 (2015) (2) PT
64810,ETIQUETA BIG SABOR MANZANA 2.250 LTS $ 10.00 SAL 3 (2015) (2) PT
65115,BOBINA IMPRESA Y CORTADA  FIBRA COCINA SCOTCH BRITE 24 CM  PT
65151,ETIQUETA BIG SABOR NARANJA 2.250 LTS $ 10.00 SAL 3 (2015) (3) PT
65158,BOBINA IMPRESA Y CORTADA CHURRITOS ENCHILADOS LA ORIENTAL 90 GR PT
65402,ETIQUETA BIG COLA 1.500 LTS SAL 4 (2015) PT
67161,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 57 CM CAL 260 PT
67412,ETIQUETA BIG AQUA 1.000 LTS SAL 3 CHI (2016) PT
67414,ETIQUETA BIG AQUA 1.500 LTS SAL 3 (2016) PT
67462,ETIQUETA BIG CITRUS PUNCH 2.000 LTS SAL 3 (2016) PT
34541,BASE PARA REFRESCO FRUIT PUNCH 34541
37739,BASE PARA BEBIDA NECTAR DURAZNO 37739
42569,BASE PARA BEBIDA TE VERDE LIMON 42569
47099,BASE PARA BEBIDA ENERGIZANTE FANTASY 47099
47195,BASE PARA BEBIDA REHIDRATANTE TROPICAL 47195
47255,BASE PARA BEBIDA JARABEADA CARBONATADA FRESA 47255
47309,"BASE PARA BEBIDA MANGO, MARACUYA, NARANJA 47309"
48359,BASE PARA BEBIDA FRUIT PUNCH 48359
48366,BASE PARA BEBIDA DE ALOE  UVA 48366
48378,BASE PARA BEBIDA DE ALOE UVA 48378
48400,BASE PARA TE VERDE LIGHT LIMON 48400
48543,BASE PARA BEBIDA Q10 48543
68136,ETIQUETA BIG SABOR NARANJA 3.030 LTS SAL 3 (2016) PT
68628,ETIQUETA BIG CITRUS PUNCH 500 ML SAL 3 (2016) (2) PT
68808,ETIQUETA BIG COLA 3.030 LTS SAL 3 (2017)
68846,ETIQUETA BIG CITRUS PUNCH 3.000 LTS SAL 3 (2017)
68847,ETIQUETA BIG CITRUS PUNCH 2.000 LTS SAL 3 (2017)
68850,ETIQUETA BIG CITRUS PUNCH 360 ML SALIDA 3 (2017)
68890,ETIQUETA BIG CITRUS PUNCH 1.000 LTS SAL 4 (2017)
68912,ETIQUETA BIG COLA 1.500 LTS SAL 4 (2017) VER .1
68929,ETIQUETA BIG SABOR PONCHE DE FRUTAS 2.250 LTS SAL 3 (2017)
48689,BASE PARA BEBIDA JARABEADA CARBONATADA MANZANA 48689
48692,BASE PARA BEBIDA DURAZNO MANGO NARANJA 48692
48702,BASE PARA BEBIDA FRUIT PUNCH 48702
48726,BASE PARA BEBIDA VOLT GREEN
48737,BASE PARA NECTAR MANZANA 48737
48747,BASE PARA BEBIDA VOLT RED 48747
48789,BASE PARA BEBIDA CITRUS PUNCH 48789
48803,BASE PARA BEBIDA JARABEADA CARBONATADA GUARANÁ 48803
48877,BASE
48880,BASE
48882,BASE PARA TÉ NEGRO FRUTOS ROJOS 48882
48970,COMPLEMENTO BASE PARA BEBIDA FRUIT PUNCH 48970
48986,COMPLEMENTO BASE PARA BEBIDA JARABEADA CARBONATADA PI¥A 48986
49043,BASE PARA BEBIDA DE CAMU CAMU 49043
49095,COMPLEMENTO BASE PARA BEBIDA DE ALOE FRUTOS ROJOS 49095
49130,EMULSIÓN COLA MP-275-333-8
69125,ETIQUETA AURRERA MANZANA 3.000 LTS SAL 3 (2017) PT
69323,"ETIQUETA COOL TEA NEGRO FRUTOS ROJOS 2,500 LTS SAL 3 PT"
69575,ETIQUETA BARRILITOS DURAZNO 2 LTS PT
69941,EXHIBIDORES CON CHAROLAS MIX COLORS CON LOGO DE AJE (COPETE) MP
70188,ETIQUETA BIG COLA 3.300 LTS SAL 3 EXPORTACION (2017) PT
70251,ETIQUETA AJE REAL SABOR COLA 3.000 LTS ML SAL 3 (2018) PT
70339,ETIQUETA GREAT VALUE AGUA 1.000 LTS SAL 3 (2018) NUE. DISE¥O VER. 1 PT
71187,LAMINA TERMOENCOGIBLE DE 46 CM CAL 230 PT
71357,ETIQUETA SANGRIA SE¥ORIAL  2600 ML SALIDA 4 (2018) PT
76444,LONA TERMINADA BIG COLA CHIHUAHUA
50638,ETIQUETA BIG COLA NE BARCELONA 3.300 LTS SALIDA 3 PT
50641,ETIQUETA BIG COLA NE BARCELONA 2.250 LTS SALIDA 3 PT
50660,ETIQUETA BIG SABOR NARANJA 2.250 LTS 2013 SALIDA 4 PT
50668,ETIQUETA BIG SABOR PONCHE DE FRUTAS 2.250 LTS 2013 SALIDA 4 PT
50671,ETIQUETA BIG AQUA 360 ML 2013 SALIDA 3 PT
51343,ETIQUETA BIG COLA NE BARCELONA 2.250 LTS SALIDA 4 VER. 2 PT
51999,PREFORMA DE 50.3 VERDE CORVAGLIA
53044,ETIQUETA AURRERA PI¥A 3.000 LTS (2014) SAL 3 PT
53160,ETIQUETA BIG CITRUS PUNCH VERDE 500 ML SALIDA 3 (2014) PT
53298,ETIQUETA BIG SABOR LIMA LIMON 3.030 LTS SAL 3 TANQUE (2014) PT
53328,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 90 CM CAL 250 PT
53966,ETIQUETA BIG CITRUS PUNCH VERDE 2.000 LTS SAL 4 (2014) PT
54691,ETIQUETA AJE AQUA 360 ML $3.00 SAL 3 (2014) PT
55924,ETIQUETA BIG COLA BARCELONA 2.600 LTS SAL 3 (2014) PT
56015,ETIQUETA AJE AQUA 625 ML $4.00 SAL 4 (2014) (TL) PT
56267,ETIQUETA BIG COLA PE BARCELONA 3.030 LTS $20.00 SAL 3 (2014) ((2) PT
56268,ETIQUETA BIG COLA PE BARCELONA 3.030 LTS $17.00 SAL 3 (2014) (2) PT
56513,ETIQUETA AURRERA COLA 3.000 LTS SAL 3 (2014) (2) PT
56517,ETIQUETA AURRERA  TUTTI FRUTTI 3.000 LTS SAL 3 (2014) (2) PT
56523,ETIQUETA AURRERA MANDARINA 3.000 LTS SAL 3 (2014) (2) PT
57279,ETIQUETA BIG COLA 1.000 LTS SAL 3 (2014) PT
49151,CONCENTRADO PARA BEBIDA CON ADICIÓN DE ELECTROLITOS TROPICAL 49151
49161,BASE PARA BEBIDA JARABEADA CARBONATADA GUARANÁ 49161
49360,BASE PARA NÉCTAR DE MANZANA QW 49360
49391,BASE PARA BEBIDA JARABEADA CARBONATADA PC FRESA 49391
49431,BASE PARA BEBIDA DE TÉ NEGRO FRUTOS ROJOS 49431
67392,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 30 CM CAL 220 PT
67409,ETIQUETA BIG AQUA 360 ML SAL 3 (2016) PT
47314,BASE PARA BEBIDA REFRESCO MANGO PUNCH 47314
47323,BASE PARA REFRESCO CITRUS PUNCH 47323
47365,BASE PARA REFRESCO GRANADILLA MARACUYÁ PI¥A - FRUIT PUNCH 47365
47522,BASE PARA REFRESCO NARANJA MANDARINA LIMÓN - CITRUS PUNCH FCB 47522
47538,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS NARANJA 47538
47721,BASE PARA NÉCTAR MANZANA CRECEMAX 47721
47738,BASE PARA BEBIDA DURAZNO MANGO NARANJA 47738
47769,BASE PARA BEBIDA JARABEADA CARBONATADA BANANA 47769
47948,BEVERAGE BASE ENERGY DRINK 47948
48078,BASE PARA BEBIDA DURAZNO MANGO NARANJA 48078
48082,BASE PARA BEBIDA MANGO MARACUYÁ NARANJA 48082
48113,BASE PARA TE NEGRO DURAZNO 48113
48128,BASE PARA TE NEGRO MANZANA 48128
48163,BASE PARA TE NEGRO FRUTOS ROJOS 48163
48187,BASE PARA BEBIDA CON ADICION DE ELECTROLITOS UVA 48187
48201,BASE PARA BEBIDA JARABEADA CARBONATADA TONICA 48201
48210,BASE PARA BEBIDA JARABEADA CARBONATADA LIMA LIMÓN 48210
48222,BASE PARA REFRESCO CITRUS PUNCH 48222
48271,BASE PARA REFRESCO FRUIT PUNCH  48271
48279,BASE PARA NECTAR DE DURAZNO 48279
48310,BASE PARA BEBIDA MORA PUNCH 48310
48318,BASE  PARA BEBIDA VOLT BLUE 48318
48327,BASE PARA BEBIDA VOLT BLUE 48327
48339,BASE PARA BEBIDA VOLT BLUE 48339
48416,BASE PARA BEBIDA JARABEADA  CARBONATADA NARANJADA 48416
48423,BASE PARA NECTAR DURAZNO 48423
48427,BASE PARA TE NEGRO LIMÓN 48427
48457,BASE PARA TE VERDE LIMON
48497,BASE PARA BEBIDA CITRUS PUNCH  48497
48509,BASE PARA BEBIDA VOLT  BLUE  48509
48514,BASE PARA NECTAR MIX 48514
48530,BASE PARA TE NEGRO LIMON 48530
48547,BASE PARA TE NEGRO LIMON 48547
48563,BASE PARA BEBIDA DE ALOE UVA 48563
48571,BASE PARA BEBIDA VOLT  BLUE 48571
48592,BASE PARA TE NEGRO LIMÓN 48592
48615,CONCENTRADO PARA BEBIDA CARBONATADA COLA 48615
48616,CONC. BASE PARA COLA  PARTE 1 JE-414-152-9
48707,BASE PARA BEBIDA CARBONATADA TORONJA 48707
48756,BASE PARA BEBIDA  CARBONATADA NARANJADA 48756
48846,BASE PARA BEBIDA CARBONATADA COLA CERO 48846
48862,BEVERAGE BASE ENERGY 48862
48870,free
48873,BASE PARA BEBIDA CITRUS PUNCH 48873
48966,COMPLEMENTO BASE PARA BEBIDA DURAZNO 48966
49022,CONCENTRADO PARA BEBIDA CARBONATADA COLA 48889 - Parte 3-3
49023,BASE PARA REFRESCO CITRUS PUNCH 49023
49039,BASE PARA BEBIDA FRUIT PUNCH 49039
49057,BASE PARA BEBIDA JARABEADA CARBONATADA NARANJA 49057
49129,CONCENTRADO PARA BEBIDA CARBONATADA COLA 49129
49212,KIT CONCENTRADO PARA BEBIDA FRUIT PUNCH 49212
49268,KIT DE CONCENTRADO PARA BEBIDA DE DURAZNO 49268
49318,BASE PARA BEBIDA VOLT BLUE 49318
49344,KIT DE CONCENTRADO PARA BEBIDA CITRUS PUNCH 49344
49352,BASE PARA BEBIDA JARABEADA CARBONATADA LIMA LIMÓN 49352
49372,BASE PARA NÉCTAR DE MANGO QW 49372
49440,COMPLEMENTO BASE PARA BEBIDA CITRUS PUNCH 49440
521777,D GUSSTO AVENA EN HOJUELAS BOLSA 80 GRS 12
521786,CIFRUT CITRUS PUNCH PET NO RETORNABLE 350 ML 20
521788,CIFRUT ISLAND PUNCH PET NO RETORNABLE 350 ML 20
521823,ORO AMARILLA PET NO RETORNABLE 1500 ML 6
521843,SPORADE BLUEBERRY PET NO RETORNABLE 500 ML 12
521856,BEEFEATER GIN VIDRIO NO RETORNABLE 700 ML 1
521857,BALLANTINES FINEST WHISKY VIDRIO NO RETORNABLE 200 ML 1
521862,CHIVAS REGAL WHISKY EXTRA 13 A¥OS VIDRIO NO RETORNABLE 700 ML 1
521871,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 170 GRS 12
521881,PAPI RICAS PAPAS NATURAL BOLSA 180 GRS 12
521897,SIRANA AGUA TONICA LATA 220 ML 6
521906,KR COLA PET NO RETORNABLE 350 ML 10
521936,CIELO AGUA PET NO RETORNABLE 1000 ML 6
521938,BIO AMAYU CAMU CAMU CARTON ASEPTICO PRISMA 1000 ML 6
521942,SPORADE UVA PET NO RETORNABLE 500 ML 12
521946,D GUSSTO FRIJOL CANARIO BOLSA 500 GRS 3
521960,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 70 GRS 36
521964,CHISS EXTRUIDO PICANTE BOLSA 22 GRS 144
521968,SPORADE MANDARINA PET NO RETORNABLE 500 ML 12
521975,FREE TEA LIMON PET NO RETORNABLE 500 ML 12
521976,PULP DURAZNO TETRA PAK 1000 ML 6
521977,PULP ARANDANO Y UVA TETRA PAK 1000 ML 6
521985,CIFRUT CITRUS PUNCH PET NO RETORNABLE 350 ML 20
521987,PAPI RICAS PAPAS NATURAL CON MAYONESA BOLSA 16 GRS 144
522032,CHISS EXTRUIDO PICANTE BOLSA 45 GRS 144
522036,PAPI RICAS PAPAS POLLO A LA BRASA BOLSA 28 GRS 72
522037,PAPI RICAS PAPAS PICANTE BOLSA 70 GRS 36
522040,PAPI RICAS PAPAS NATURAL BOLSA 70 GRS 36
522047,CIFRUT FRUIT PUNCH PET NO RETORNABLE 3785 ML 6
522074,CHISS EXTRUIDOS NATURAL BOLSA 45 GRS 12
522078,PAPI RICAS PAPAS PICANTE BOLSA 70 GRS 6
522086,CHISS EXTRUIDO PICANTE BOLSA 20 GRS 144
522088,PAPI RICAS PAPAS NATURAL CON MAYONESA BOLSA 28 GRS 6
522097,AJEDELIVERY AJELOVER CANASTA 5000 GRS 1
522099,PUM PUM CERVEZA LATA 473 ML 6
522103,PULP NARANJA CARTON ASEPTICO PRISMA 1000 ML 6
522121,KR PIÑA PET NO RETORNABLE 3030 ML 3
522134,D GUSSTO AVENA EN HOJUELAS BOLSA 80 GRS 1
522136,D GUSSTO AVENA EN HOJUELAS BOLSA 500 GRS 1
522155,PULP NARANJA TETRA PAK 1000 ML 6
522163,VOLT FANTASY LATA 473 ML 6
522166,VIDA AGUA PET NO RETORNABLE 500 ML 20
522184,D GUSSTO AVENA EN HOJUELAS BOLSA 80GRS6
522194,TRES CRUCES PUM PUM CERVEZA DE MAIZ LATA 355 ML 6
522197,DEST FLORAL DOY PACK 200ML 12
522259,PULP DURAZNO TETRA PAK 315 ML 12
522263,PULP DURAZNO TETRA PAK 1500 ML 3
522311,PAPI RICAS PAPAS PICANTE BOLSA 70 GRS 1
522312,PAPI RICAS PAPAS NATURAL BOLSA 70 GRS 1
522322,KR UVA PET NO RETORNABLE 350 ML 5
522359,CIFRUT FRUIT PUNCH PET NO RETORNABLE 350 ML 10
522375,CIFRUT ISLAND PUNCH PET NO RETORNABLE 350 ML 15
522378,PERU COLA COLA PET NO RETORNABLE 3030 ML 4
522391,KR LIMA LIMON PET NO RETORNABLE 350 ML 15
522436,CIELO AGUA CON GAS PET NO RETORNABLE 375 ML 15
522453,PULP RAINBOW TETRA PAK 250 ML 6
522534,VIDA AGUA PET NO RETORNABLE 625 ML 18
599541,BIG COLA PET NO RETORNABLE 3030 ML 6
67410,ETIQUETA BIG AQUA 625 ML SAL 3 (2016) PT
67456,ETIQUETA BIG SABOR LIMA LIMON  2.250 LTS SAL 3 (2016) PT
67461,ETIQUETA BIG CITRUS PUNCH 3.000 LTS SAL 3 (2016) PT
67464,ETIQUETA BIG CITRUS PUNCH 1.000 LTS SAL 3 (2016) PT
68130,ETIQUETA BIG COLA 1.500 LTS SAL 3 (2016) PT
68131,ETIQUETA BIG COLA 1.500 LTS SAL 4 (2016) PT
68137,ETIQUETA BIG SABOR PONCHE DE FRUTAS 3.030 LTS SAL 3 (2016) PT
68138,ETIQUETA BIG SABOR TORONJA 500 ML SAL 3 (2016) PT
599542,BIG COLA LATA 355 ML 12
599544,BIG COLA LATA 310 ML 12
599547,VOLT UVA PET NO RETORNABLE 300 ML 12
599555,PULP DURAZNO TETRA PAK 1000 ML 6
599620,PULP DURAZNO PET NO RETORNABLE 350 ML 12
599661,KR COLA PET NO RETORNABLE 3030 ML 6
599662,CIELO AGUA PET NO RETORNABLE 350 ML 24
599666,BIG COLA PET NO RETORNABLE 1035 ML 6
599670,BIG COLA PET NO RETORNABLE 1500 ML 6
68597,LAMINA TERMOENCOGIBLE DE 40 CM CAL 200 MP
68626,ETIQUETA BIG CITRUS PUNCH 2.000 LTS SAL 3 (2016) (2) PT
68809,ETIQUETA BIG COLA 1.500 LTS SAL 3 (2017)
68813,ETIQUETA BIG COLA 1.000 LTS SAL 4 (2017)
68851,ETIQUETA BIG CITRUS PUNCH 1.000 LTS SAL 3 (2017)
68910,ETIQUETA BIG COLA 3.030 LTS SAL 3 (2017) VER .1
68914,ETIQUETA BIG COLA 1.000 LTS SAL 3 (2017) VER .1
68925,ETIQUETA BIG SABOR MANZANA 2.250 LTS SAL 3 (2017)
69185,ETIQUETA BIG COLA SIN AZUCAR 1.500 LTS SAL 4 (2017) PT
69272,ETIQUETA BIG AQUA 620 ML SAL 4 (2017) PT
69274,ETIQUETA BIG AQUA 1.000 LTS SAL 3 PUE (2017) PT
69318,ETIQUETA BIG COLA 3.300 LTS SAL 3 (2017) PT
69344,"ETIQUETA COOL TEA NEGRO LIMON 1,000 ML SAL 4 PT"
69579,ETIQUETA BARRILITOS DURAZNO 750 ML PT
59392,ETIQUETA BIG COLA 300 ML SAL 3 (2015) PT
60970,PREFORMA DE 17.15 GRS CRISTAL
