cod_articulo_magic,desc_articulo
62375,BOBINA IMPRESA Y CORTADA 4PC N&L APPLE M3478
62701,BOBINA IMPRESA Y CORTADA LOTE Y FECHA DE CADUCIDAD
63121,PREFORMA DE 18.1 GRS VERDE (CORVAGLIA)
64816,ETIQUETA BIG COLA 1.500 LTS $ 10.00 SAL 3 (2015)
65156,ETIQUETA BIG SABOR MANZANA 2.250 LTS $ 10.00 SAL 3 (2015) (3)
800068,D GUSSTO CAFE SUPREMO 30GR X 40
80261,SILUETA VOLT YELLOW PRODUCTOS AJE 0.49 X 122
523470,D GUSSTO PASTA FIDEO BOLSA 200 GRS 1
80354,LETRERO AJE WAY 5S 0.35 X 0.40
80353,TOTEM COHETE PULP 0.55 X 0.90
523594,PULP MANZANA PET NO RETORNABLE 250 ML 12
523610,ROMPE SANDIA LATA 473 ML 12
80566,LONA TERMINADA PULP MANZANA - DURAZNO 40 X 60
81247,BANNER PARA PASILLO 1.20 X 46
524101,AJE PULP MANGO PET NO RETORNABLE 1000 ML 6
524107,AJE PULP DURAZNO PET NO RETORNABLE 250 ML 12
524124,VIDA PI¥A COCO PET NO RETORNABLE 2000 ML 8
81463,BASE PARA BEBIDA DE AGUA GASIFICADA SABOR LIMÓN V 81463
624146,D GUSSTO PASTAS CODO RAYADO FORTE BOLSA 200 GRS 4
624154,AMSTEL CERVEZA LATA 473 ML 4
78027,BASE PARA BEBIDA ROMPE ENERGY SANDIA 78027
78038,BASE PARA BEBIDA BURST ENERGY GUARANÁ 78038
79935,BASE PARA BEBIDA VOLT ENERGY BLUEBERRY MAQUILA 79935
81490,BASE PARA BEBIDA DE AGUA GASIFICADA SABOR NARANJA V 81490
524178,VIDA NARANJA PET NO RETORNABLE 300 ML 15
524171,VIDA NARANJA PET NO RETORNABLE 710 ML 12
624183,VOLT CITRUS LATA 473 ML 6 MC
524181,VOLT 6 PACK FANTASY LATA 473 ML 6
524213,VOLT GAMER PONCHE DE FRUTAS PET NO RETORNABLE 400 ML 12
524224,AURRERA PIÑA PET NO RETORNABLE 2000 ML 8
624278,SPORADE TROPICAL PET NO RETORNABLE 625 ML 6 MC
524299,AMAYU ALOE FRUTOS ROJOS CON GAJOS PET NO RETORNABLE 500 ML 6
624296,D GUSSTO SOPA INSTANTANEA SOPA CAMARON HABANERO LIMON VASO 64 GRS 6
524325,DEST DETERGENTE LIQUIDO DULZURA FLORAL BOTELLA PET 1700 GRS 8
524327,DEST DETERGENTE LIQUIDO DULZURA FLORAL DOY PACK 1500 GRS 4
624328,DEST DETERGENTE LIQUIDO DULZURA FLORAL DOY PACK 1500 GRS 1 MC
524341,HEY POP FRUTOS ROJOS LATA 355 ML 12
524347,DEST MAX SUAVIZANTES BRISA PRIMAVERAL DOY PACK 1500 GRS 1
524352,DILYTE FRESA KIWI PET NO RETORNABLE 650 ML 4
524355,DILYTE UVA PET NO RETORNABLE 650 ML 4
624360,DILYTE APPLE ICE SIN AZÚCAR PET NO RETORNABLE 650 ML 4 MC
524408,BURST AGUA JAMAICA PET NO RETORNABLE 1000 ML 12
624414,DEST LAVAVAJILLAS MANZANA CANELA BOTELLA PET + ESPONJA 500 GRS 3
624423,VIDA AGUA AGUA PET NO RETORNABLE 600 ML 12 EXPO CHILE MC
524456,GREAT VALUE COLA PET NO RETORNABLE 2000 ML 6
524464,SIRANA AGUA TONICA LATA 220 ML 4
524476,FREE TEA TE NEGRO DURAZNO PET NO RETORNABLE 1000 ML 6
524502,HEY FIT PI¥A COCO LATA 355 ML 6
524511,HEY FIT PI¥A COCO PET NO RETORNABLE 600 ML 6
624511,HEY FIT PI¥A COCO PET NO RETORNABLE 600 ML 6 MC
524525,D GUSSTO CEREAL CEREALES ESTRELLITAS SABOR MIEL BOLSA 18 ML 12
25944,BASE DE BEBIDA GASIFICADA LIMON BG-60006/4U
26477,BASE SOLIDA PARTE 3 (COLA) PT
27035,BASE DE BEBIDA FRUIT PUNCH BF-MX-80045/1U
27114,BOTELLA SOPLADA-ETIQUETADA DE FIRST TORONJA 620 ML S/P (PT)
29372,BASE DE BEBIDA GASIFICADA BIG COLA (TEHUACAN) BG-MX-80068/3U
31220,BASE DE BEBIDA NECTAR DE MANGO BN-MX-90087/2U PT
31389,BASE DE BEBIDA FRUIT PUNCH BF-MX-90088/1U (GUATEMALA)
31390,BASE DE BEBIDA FRUIT PUNCH BF-MX-90089/1U (COSTA RICA)
31393,BASE DE BEBIDA CITRUS PUNCH BF-MX.90092/1U (COSTA RICA)
31874,JARABE TERMINADO COLA LATA
31876,JARABE TERMINADO MANZANA LATA
34771,JARABE TERMINADO FRESA PET
34772,JARABE TERMINADO MANZANA CLARA PET
35089,BASE DE BEBIDA GASIFICADA BIG FRESH PI¥A BG-MX-006/2U
20026,BASE DE BEBIDA FREE WORDL LIGHT TORONJA 60002\4U PT
36073,BASE DE BEBIDA GASIFICADA BIG FRESH MANZANA GOLDEN BG-MX-100144/2U
36075,BASE DE BEBIDA GASIFICADA BIG FRESH FRESA BG-MX-100145/2U
36828,JARABE TERMINADO FRESA 35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA PET
36829,JARABE TERMINADO MANDARINA 35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA PET
36835,JARABE TERMINADO MANZANA ROJA FRESH 35% FRUCTUOSA 65% EDULCORANTES CON JUGO DE MANZANA PARA PET
36842,JARABE TERMINADO UVA TETRAPAK
36844,JARABE TERMINADO COLA VERDE 100% AZUCAR PARA PET
44707,BASE DE BEBIDA ENERGY BE-MX-110303/1U PT
50013,JARABE TERMINADO BIG CITRUS MANZANA
52509,BASE DE BEBIDA PI¥A  AURRERA BG-MX-045/2U PT
53525,JARABE TERMINADO PI¥A MAQUILAS MARZO 2014
53527,JARABE TERMINADO MANZANA ROJA MAQUILAS MARZO 2014
53543,BASE DE BEBIDA CITRICA BC-MX-053/1U PT
53548,BASE DE BEBIDA CITRICA BC-MX-053/1U MT
53664,JARABE TERMINADO BIG MANZANA MARZO 2014
53791,JARABE TERMINADO BIG GRAPE
55587,BASE DE BEBIDA BIG NARANJA LIGHT  BG-MX-057/2U  MT
55588,BASE DE BEBIDA BIG TORONJA LIGHT  BG-MX-058/2U  MT
26192,BASE DE BEBIDA GASIFICADA BIG UVA BG-MX-70018/4U
26203,BASE DE BEBIDA NECTAR MANZANA BN-MX-70020/2U
26475,BASE LIQUIDA PARTE 1 (COLA) PT
27108,BOTELLA SOPLADA-ETIQUETADA DE FIRST NARANJA 620 ML $ 3.5 (PT)
27112,BOTELLA SOPLADA-ETIQUETADA DE FIRST TORONJA 620 ML $ 3.5 (PT)
27121,BOTELLA SOPLADA-ETIQUETADA DE FIRST TORONJA 620 ML $ 4 (PT)
28119,BASE DE BEBIDA GASIFICADA FIRST MANZANA BG-MX-80046/1U
31391,BASE DE BEBIDA FRUIT PUNCH BF-MX-90090/1U (PUEBLA)
31392,BASE DE EBEIDA CITRUS PUNCH BF-MX-90091/1U (GUATEMALA)
31877,JARABE TERMINADO NARANJA LATA
32056,COMPLEMENTO DE BASE DE BEBIDA CITRUS PUNCH BF-MX-90095/1U PT
33689,BASE DE BEBIDA TE VERDE BT-PE-8007 1/U
33845,JARABE TERMINADO VOLT ENERGY
34770,JARABE TERMINADO PI¥A PET
34787,JARABE TERMINADO MANDARINA PET
35088,BASE DE BEBIDA GASIFICADA BIG FRESH TUTTI FRUTTI BG-MX-005/2U
35295,BASE DE BEBIDA GASIFICADA BIG FRESH NARANJA BG-MX-011/4U (EXPORTACION)
35458,BASE DE BEBIDA GASIFICADA BIG CITRUS TORONJA BG-MX-016/1U
35557,BASE DE BEBIDA GASIFICADA BIG FRESH PI¥A BG-MX-017/2U PRODUCTO TERMINADO
20046,JARABE TERMINADO LIMA - LIMON PET
20385,JARABE TERMINDO SPORADE NARANJA
24259,JARABE TERMINADO FREE WORTD LIGHT LIMON
36081,BASE DE BEBIDA GASIFICADA AURRERA BIG FRESH TORONJA BG-MX-100148/1.7U
36823,JARABE TERMINADO COLA 20% AZUCAR 80% FRUCTUOSA  PARA PET
36824,JARABE TERMINADO VOLT 100% AZUCAR PARA LATA
36840,JARABE TERMINADO AGUA MINERAL
61592,BASE DE BEBIDA BIG CITRUS LIMONADA BG-MX-150415/2U
67755,BASE DE BEBIDA ENERGY BLUBEERY BE-MX-160454
67756,BASE DE BEBIDA ENERGY BLUBEERY BE-MX-160454
68444,BASE DE BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-160479
68599,BASE PARA BEBIDA JARABEADA CARBONATADA FRESA BG-MX-160470
68603,BASE PARA BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-160474
68609,BASE PARA BEBIDA JARABEADA CARBONATADA NARANJA BG-MX-160471
68612,BASE PARA BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-160474
69360,BASE PARA BEBIDA JARABEADA CARBONATADA  NARANJADA CERO  BG-MX-170506
69499,BASE DE BEBIDA CITRUS PUNCH BR-MX-170519
69512,BASE PARA TE NEGRO LIMON BT-MX-170513
69734,BASE DE BEBIDA LIMA LIMON AURRERA BG-MX-064/2U
69877,BASE DE BEBIDA PARA CITRUS PUNCH ZERO BR-MX-170524
70495,BASE PARA BEBIDA DE ALOE VERA BB-MX-180536
70497,BASE PARA BEBIDA CON ADICION DE ELECTROLITOS BR-MX-180537
70665,BASE PARA BEBIDA CARBONATADA MANZANA MY BRAND BG-MX-180541
71006,BASE PARA BEBIDA JARABEADA CARBONATADA COLA SUPER VALUE BG-MX-180577
71509,BASE DE BEBIDA NECTAR MANZANA BN-MX-70020/2U
72133,BASE PARA BEBIDA ENERGY PINK BE-MX-190610
72157,ALTA FRUCTUSA 55 (MEOQUI)
72953,BASE PARA BEBIDA DE ARÁNDANO 72950 - PARTE 4
72973,BASE FOR VOLT YELLOW ENERGY DRINK 72972 - PART 2
73056,BASE PARA BEBIDA DE GUAYABA 72749 - PARTE 3
73141,BASE PARA BEBIDA ENERGY YELLOW PLUS 73141
73172,BASE PARA BEBIDA ENERGY YELLOW SIN AZÚCAR 73169 - PARTE 4
73190,BASE PARA BEBIDA CIFRUT UVA SIN AZÚCAR 73189 - PARTE 2
73287,BASE PARA BEBIDA VOLT BLUE E 73276
73379,BASE PARA BEBIDA ENERGY PINK 73375 - PARTE 5
73387,BASE XX
73396,BASE PARA BEBIDA ENERGY RED PLUS 73395 - PARTE 2
73416,CONCENTRADO BASE PARA COLA YK-322-337-2
73524,BASE PARA BEBIDA JARABEADA CARBONATADA GINGER ALE BG-MX-160475 CÓD. 73523 - PARTE 2
73525,BASE PARA BEBIDA JARABEADA CARBONATADA GINGER ALE BG-MX-160475 CÓD. 73523 - PARTE 3
73676,BASE PARA BEBIDA DE NARANJA P 73676
73904,BASE PARA BEBIDA DE GUAYABA CM 73903 - PARTE 2
300296,AZUCAR LIQUIDA ESTANDAR - PT
300346,JARABE TERMINADO VOLT GREEN
300472,JARABE BEBIDA CALYPSO
300808,JARABE BIG COLA REGULAR MARZO 2018
300823,JARABE TERMINADO MY BRAND SABOR COLA
300906,JARABE TERMINADO PIÑA JUNIO 2018
301064,JARABE TERMINADO MALTY MALTA MAQUILA
301075,JARABE TERMINADO DRANK SABOR ORIGINAL
301084,JARABE TERMINADO CIFRUT MAX MANGO
301116,JARABE TERMINADO VOLT BLUE ECONOMICO
511923,CIFRUT CITRUS PUNCH PET NO RETORNABLE 250 ML 24 PACK MT
3000110,JARABE TERMINADO VOLT BLUE ECONÓMICO - ALTERNATIVO
3000157,JARABE TERMINADO BIG COLA
74048,BASE PARA BEBIDA ENERGY BLUEBERRY 74048
74549,BASE PARA BEBIDA DE PI¥A P 74546 - PARTE 4
74550,BASE PARA BEBIDA DE MANGO P 74550
36843,JARABE TERMINADO COLA VERDE 100% FRUCTUOSA PARA PET
36848,JARABE TERMINADO CLUB COLA 65% FRUCTUOSA 35% EDULCORANTES PARA PET
36850,JARABE TERMINADO FRESA LATA
36853,JARABE TERMINADO MANZANA CLARA LATA
37051,JARABE TERMINADO NARANJA FRESH EXPORTACION PET
40852,JARABE TERMINADO COLADO DE FRUTAS Y VERDURAS TETRAPACK
44702,BASE DE BEBIDA JAMAICA PUNCH BF-MX-110247/4U
52490,BASE DE BEBIDA NARANJA AURRERA BG-MX-040/2U MT
53514,JARABE TERMINADO BIG COLA LIBRE
74552,BASE PARA BEBIDA DE MANGO P 74550 - PARTE 3
74553,BASE PARA BEBIDA DE MANGO P 74550 - PARTE 4
74600,BASE PARA BEBIDA VOLT YELLOW E 600 74600
74688,BASE PARA BEBIDA DE MANGO SIN AZÚCAR C 74687 - PARTE 2
3000303,JARABE TERMINADO CITRUS AURRERA SIN AZÚCAR - MAQUILA
3000321,JARABE TERMINADO FREE LIFE CEREZA - MAQUILA
3000373,JARABE TERMINADO SPORADE TROPICAL 5% AZÚCAR - EXPORTACIÓN A PERÚ
3000391,JARABE TERMINADO BURST ENERGY GUARANÁ - MAQUILA 3B
3000410,JARABE TERMINADO PULP BEBIDA DE DURAZNO
3000610,JARABE TERMINADO DILYTE BEBIDA HIDRATANTE FRESA KIWI
3000644,JARABE TERMINADO BURST SPORT UVA - MAQUILA 3B
3000656,JARABE TERMINADO ROMPE ENERGY SANDIA SIN AZUCAR
500240,BIG COLA PET NO RETORNABLE 1800 ML 6
500308,KR COLA PET NO RETORNABLE 500 ML 15
500378,BIG COLA PET NO RETORNABLE 300 ML 24
500741,KR FRESA PET NO RETORNABLE 1000 ml 6 pack
501280,KR LIMA LIMON PET NO RETORNABLE 1300 ml 6 pack
501441,KR PIÑA LATA 355 ml 6 pack
501489,KR PIÑA PET NO RETORNABLE 200 ML 15
502052,KR LIMA LIMON PET NO RETORNABLE 1800 ML 6
508520,CIELO AGUA SIN GAS BAG IN BOX 20000 ml 1 pack
508557,CIELO AGUA SIN GAS PET NO RETORNABLE 350 ml 15 pack
508603,CIELO AGUA PET NO RETORNABLE 200 ML 15
509308,SIRANA AGUA TONICA PET NO RETORNABLE 1500 ML 6
509310,SIRANA CITRUS VIDRIO NO RETORNABLE 275 ML 6
509540,CIFRUT CITRUS PUNCH PET NO RETORNABLE 1500 ml 6 pack
509642,CIFRUT FRUIT PUNCH PET NO RETORNABLE 250 ML 12 PACK
509672,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 400 ML 15"
509675,CIFRUT FRUIT PUNCH PET NO RETORNABLE 500 ml 12 pack
509677,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 1700 ML 6"
512303,FREE TEA LIMON VIDRIO NO RETORNABLE 475 ml 6 pack
512331,FREE TEA LIMON LIGHT VIDRIO NO RETORNABLE 450 ml 6 pack
512332,FREE TEA LIMÓN LIGHT TETRAPACK 330 ml 12 pack
512445,FREE TEA NEGRO LIMON PET NO RETORNABLE 500 ML 12
512515,FREE TEA NEGRO DURAZNO TETRA PACK 330 ML 12
512517,FREE TEA NEGRO DURAZNO PET NO RETORNABLE 500 ML 12
512533,FREE TEA NEGRO DURAZNO PET NO RETORNABLE 500 ML 12
513202,FREE TEA FRUTOS ROJOS TETRA PACK 330 ML 12
513228,FREE TEA FRUTOS ROJOS VIDRIO NO RETORNABLE 450 ML 6
513628,ORO PET NO RETORNABLE 3300 ml 6 pack
513634,ORO PET NO RETORNABLE 250 ml 12 pack
74691,BASE PARA BEBIDA DE UVA SIN AZÚCAR C 74691
75052,BASE PARA BEBIDA CARBONATADA NARANJA 75050 - PARTE 3
75053,BASE PARA BEBIDA CARBONATADA TORONJA 75053
75248,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS UVA 75246 - PARTE 3
75772,BASE PARA BEBIDA CITRUS PUNCH BC 75772
75774,BASE PARA BEBIDA CITRUS PUNCH BC 75772 - PARTE 3
76352,BASE PARA BEBIDA VOLT RED M 76352
76362,BASE PARA BEBIDA VOLT DARK M 76361 - PARTE 2
76839,BASE PARA BEBIDA AMAYU MACA 76839
513655,ORO PET NO RETORNABLE 3300 ml 6 pack
513659,ORO ORO PET NO RETORNABLE 200 ML 15 MC
514428,PULP DURAZNO PET NO RETORNABLE 1500 ml 6 pack
514441,PULP DURAZNO TETRAPACK 0.315 ml 6 pack COD BARRAS
514454,PULP DURAZNO TETRA PACK 330 ML 12
514525,PULP MANGO TETRAPACK 0.315 ml 6 pack COD BARRAS
48627,REBATE COMERCIAL
500110,KR COLA PET NO RETORNABLE 1300 ml 6 pack
76841,BASE PARA BEBIDA AMAYU MACA 76839 - PARTE 3
76843,BASE PARA BEBIDA AMAYU GUAYUSA 76843
77422,BASE PARA BEBIDA CITRUS PUNCH SIN AZÚCAR C 77420 - PARTE 3
77485,BASE PARA BEBIDA DE MANZANA SIN AZÚCAR C 77485
78228,BASE FOR VOLT BLUEBERRY ENERGY DRINK 78227 - PART 2
78229,BASE FOR VOLT BLUEBERRY ENERGY DRINK 78227 - PART 3
78230,BASE FOR VOLT BLUEBERRY ENERGY DRINK 78227 - PART 4
78790,COMPLEMENTO BASE PARA BEBIDA VOLT BLUE M 77235 - PARTE 4
300137,JARABE TERMINADO MANZANA ROJA MAQUILAS MARZO 2014
500195,BIG COLA PET NO RETORNABLE 3300 ML 6
500291,KR COLA PET NO RETORNABLE 3300 ml 4 pack
500346,KR COLA PET NO RETORNABLE 400 ML 15
500351,KR COLA PET NO RETORNABLE 500 ML 15
500379,BIG COLA PET NO RETORNABLE 400 ML 15
500849,KR FRESA PET NO RETORNABLE 3300 ml 4 pack
501188,KR NARANJA PET NO RETORNABLE 400 ML 15
501286,KR LIMA LIMON PET NO RETORNABLE 400 ML 15
300217,JARABE TERMINADO SPORADE NARANJA
300377,JARABE TERMINADO VOLT LIGHT ENERGY DRINK
300591,JARABE  BEBIDA DE ALOE UVA
300662,Jarabe De Te  Negro Limon Hot Fill 
300684,JARABE CIFRUT  FRESH LIMONADA CERO
300717,Jarabe Barrilitos Durazno
300818,JARABE TERMINADO VOLT AGAVE
300903,JARABE TERMINADO MANZANITA JUNIO 2018
300907,JARABE TERMINADO PONCHE DE FRUTAS JUNIO 2018
55699,BASE DE BEBIDA BIG PONCHE DE FRUTAS LIGHT  BG-MX-060/2U  MT
56723,JARABE TERMINADO BIG PONCHE LIGHT OCTUBRE 2014
59127,JARABE TERMINADO CITRUS LIMONADA GASIFICADA ENE/2015
68445,BASE DE BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-160479
68601,BASE PARA BEBIDA JARABEADA CARBONATADA PI¥A BG-MX-160472
68616,BASE PARA BEBIDA JARABEADA CARBONATADA UVA   BG-MX-160478
68875,BASE PARA BEBIDA TE NEGRO FRUTOS ROJOS  BT-MX-170498
70302,BASE DE BEBIDA CARBONATADA COLA SIN AZUCAR  BG-MX-180550
70381,CONCENTRADO BASE PARA BEBIDA JARABEADA CARBONATADA COLA BG-MX-180534
70405,BASE PARA BEBIDA CARBONATADA COLA SIN AZUCAR BG-MX-180550 (AJE CAM)
70696,BASE PARA BEBIDA JARABEADA CARBONATADA COLA BG-MX-180546
70768,BASE PARA BEBIDA CON ADICION DE ELECTROLITOS BR-MX-180575
70863,BASE PARA BEBIDA JARABEADA CARBONATADA TORONJA BG-MX-180573
71859,BASE PARA BEBIDA DE ALOE VERA BB-MX-190600 GUATEMALA
72132,BASE PARA BEBIDA ENERGY PINK BE-MX-190610
72235,BASE PARA BEBIDA ALCOHOLICA LOS JEFES BA-MX-190612/1U
72659,CONCENTRADO PARA REFRESCO CITRUS PUNCH BF-MX-190615
72660,CONCENTRADO PARA REFRESCO CITRUS PUNCH BF-MX-190615 - PARTE 1
72661,CONCENTRADO PARA REFRESCO CITRUS PUNCH BF-MX-190615 - PARTE 2
72707,BASE PARA BEBIDA JARABEADA CARBONATADA NARANJADA BG-MX-190618 CÓD. 72609 - PARTE 3
72708,BASE PARA BEBIDA JARABEADA CARBONATADA LIMONADA BG-MX-190619 - PARTE 2
72946,BASE PARA BEBIDA ENERGY YELLOW 72932 - PARTE 4
72951,BASE PARA BEBIDA DE ARÁNDANO 72950 - PARTE 2
501412,KR PIÑA PET NO RETORNABLE 500 ml 12 pack
501440,KR PIÑA PET NO RETORNABLE 3300 ml 4 pack
501466,KR PIÑA PET NO RETORNABLE 1800 ML 6
501806,KR GUARANA PET NO RETORNABLE 1000 ML 6
502921,ORO ORO PET NO RETORNABLE 400 ML 15
508408,CIELO AGUA SIN GAS VIDRIO NO RETORNABLE 330 ml 6 pack
508601,CIELO AGUA PET NO RETORNABLE 2500 ML 6
508964,VIDA AGUA PET NO RETORNABLE 1000 ML 15 MC
72972,BASE FOR VOLT YELLOW ENERGY DRINK 72972
72982,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS Y EXTRACTOS 72980 - PARTE 3
72983,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS Y EXTRACTOS 72980 - PARTE 4
72987,BASE PARA BEBIDA CARBONATADA COLA CAFÉ 72986 -`PARTE 2
73046,BASE PARA BEBIDA CARBONATADA MANZANA 73044 - PARTE 3
73063,BASE PARA BEBIDA DE UVA 73060 - PARTE 4
73143,BASE PARA BEBIDA ENERGY YELLOW PLUS 73141 - PARTE 3
73147,BASE PARA BEBIDA ENERGY BLUE PLUS 73145 - PARTE 3
73149,BASE PARA BEBIDA ENERGY MORA PLUS 73145 - PARTE 5
73193,BASE PARA BEBIDA DE TÉ NEGRO 73193
73286,BASE PARA BEBIDA VOLT YELLOW E 73280
73376,BASE PARA BEBIDA ENERGY PINK 73375 - PARTE 2
74153,BASE PARA BEBIDA JARABEADA CARBONATADA SHAMPAN 74152 - PARTE 2
74398,BASE PARA BEBIDA VOLT YELLOW E SIN AZÚCAR 74396 - PARTE 3
74399,BASE PARA BEBIDA VOLT YELLOW E SIN AZÚCAR 74396 - PARTE 4
74531,BASE PARA BEBIDA DE PERA P 74531
300955,JARABE TERMINADO NARANJA EXPORTACIÓN
301007,JARABE TERMINADO VOLT CAFÉ
301077,JARABE TERMINADO DRANK SABOR SOUR FREEZE
3000073,JARABE TERMINADO VOLT BLUE - FORMATO 600 ML
3000093,JARABE TERMINADO CIFRUT UVA SIN AZÚCAR
3000109,JARABE TERMINADO VOLT YELLOW FORMATO 600 ML - ALTERNATIVO
3000242,JARABE TERMINADO FREE LIFE MANDARINA DURAZNO - MAQUILA
3000357,JARABE TERMINADO VOLT URBANO
3000446,JARABE TERMINADO AMAYU ENERGY GUAYUSA - MAQUILA
74607,BASE PARA BEBIDA VOLT BLUE E 600 74604 - PARTE 4
508972,VIDA AGUA PET NO RETORNABLE 3300 ML 4
508975,VIDA AGUA PET NO RETORNABLE 625 ML 15
508976,VIDA AGUA PET NO RETORNABLE 1000 ML 6
509582,CIFRUT CITRUS PUNCH PET NO RETORNABLE 250 ml 12 pack
509643,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABL 500 ML 6 PACK"
509657,CIFRUT GRANADILLA - MARACUYA - PIÑA PET NO RETORNABLE 350 ML 15
509685,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 1000 ML 6 MC"
509721,CIFRUT TROPICAL PUNCH PET NO RETORNABLE 3000 ml 4 pack
74620,BASE PARA BEBIDA VOLT DARK 74616 - PARTE 5
74685,BASE PARA BEBIDA VOLT BLUE E 600 74684 - PARTE 3
74753,BASE PARA BEBIDA VOLT BLUE E 74752 - PARTE 3
75047,BASE PARA BEBIDA CARBONATADA MANZANA 75045 - PARTE 3
75088,BASE PARA AGUA SABORIZADA FRESA GREAT VALUE 75086 - PARTE 3
75180,BASE PARA BEBIDA CON ADICIÓN DE ELECTROLITOS UVA 75115
75797,BASE PARA BEBIDA VOLT RED 75797
76353,BASE PARA BEBIDA VOLT RED M 76352 - PARTE 2
3000511,JARABE TERMINADO VOLT GAMER
26002,DESCUENTOS EXCEPCIONALES
500002,KR COLA PET NO RETORNABLE 250 ml 12 pack
500282,KR COLA PET NO RETORNABLE 1800 ML 6
500284,BIG COLA PET NO RETORNABLE 1700 ML 6
500370,BIG COLA PET NO RETORNABLE 1500 ML 6
500371,BIG COLA PET NO RETORNABLE 3300 ML 4
500372,BIG COLA PET NO RETORNABLE 400 ML 15
500821,KR FRESA PET NO RETORNABLE 1800 ML 6
3000645,JARABE TERMINADO BURST ENERGY SOUR LEMON - MAQUILA 3B
519206,PERU COLA LIMON PET NO RETORNABLE 500 ML 12
519303,PERU COLA PIÑA PET NO RETORNABLE 1700 ML 6 MC
519305,PERU COLA PIÑA PET NO RETORNABLE 500 ML 12
519860,GRUNN CERVEZA REGULAR LATA 300 ML 12
519862,GRUNN CERVEZA REGULAR LATA 355 ML 12
519863,GRUNN CERVEZA REGULAR LATA 355 ML 6
521003,NAOW ENERGIZANTE PET NO RETORNABLE 300 ML 12
598050,METRO AGUA PET NO RETORNABLE 625 ML 15
598201,AGUA TOTTUS SIN GAS PET NO RETORNABLE 2500 ML 6 PACK
598250,BELL'S AGUA PET NO RETORNABLE 1000 ML 6
598253,BELL'S AGUA PET NO RETORNABLE 2500 ML 6
598254,BELL'S AGUA CON GAS PET NO RETORNABLE 2500 ML 6
608961,VIDA AGUA PET NO RETORNABLE 625 ML 15 MC
608965,VIDA AGUA PET NO RETORNABLE 2000 ML 6 MC
608968,VIDA AGUA PET NO RETORNABLE 7000 ML 2 MC
609679,"CIFRUT PIÑA, GRANADILLA Y MARACUYÁ PET NO RETORNABLE 1500 ML 6 MC"
614465,PULP FORTIHIERRO DURAZNO TETRA PACK 200 ML 24 MC
619151,PERU COLA NARANJA PET NO RETORNABLE 400 ML 15 MC
619352,PERU COLA GUARANA PET NO RETORNABLE 500 ML 15 MC
500832,KR FRESA PET NO RETORNABLE 500 ML 15
500839,KR FRESA PET NO RETORNABLE 400 ML 15
500858,KR FRESA PET NO RETORNABLE 200 ML 15
501034,KR NARANJA PET NO RETORNABLE 500 ml 12 pack
501232,KR LIMA LIMON PET NO RETORNABLE 1700 ml 6 pack
501426,KR PIÑA PET NO RETORNABLE 1700 ml 6 pack
501830,KR GUARANA PET NO RETORNABLE 400 ML 15
508517,CIELO AGUA SIN GAS PET NO RETORNABLE 7000 ml 2 pack
508709,CIELO AGUA CON GAS PET NO RETORNABLE 2500 ml 6 pack
508965,VIDA AGUA PET NO RETORNABLE 2000 ML 6 MC
508968,VIDA AGUA PET NO RETORNABLE 7000 ML 2 MC
508969,VIDA AGUA CAJA CARTON 20000 ML 1 MC
509102,CIELO Q10 NARANJA PET NO RETORNABLE 625 ml 15 pack
509105,CIELO Q10 NARANJA PET NO RETORNABLE 520 ML 12
509152,CIELO Q10 LIMON PET NO RETORNABLE 520 ML 12
509312,SIRANA GINGER ALE PET NO RETORNABLE 1800 ML 6
515327,SPORADE MANDARINA PET NO RETORNABLE 500 ML 12
515331,SPORADE MANDARINA REGULAR VIDRIO NO RETORNABLE 475 ML 12
515522,SPORADE FRUTAS TROPICALES REGULAR VIDRIO NO RETORNABLE 475 ML 12
515806,SPORADE TROPICAL PET NO RETORNABLE 1500 ml 6 pack
515812,SPORADE TROPICAL TETRA PAK 330 ml 12 pack
515815,SPORADE TROPICAL PET NO RETORNABLE 500 ML 12 pack EXPORT BOLIVIA
515821,SPORADE TROPICAL PET NO RETORNABLE 300 ML 12
516614,SPORADE BLUEBERRY VIDRIO NO RETORNABLE 475 ML 12
517159,VOLT FANTASY PET NO RETORNABLE 300 ML 12
517207,VOLT BLUE PET NO RETORNABLE 300 ml 12 pack
517210,VOLT GREEN PET NO RETORNABLE 300 ml 6 pack
517219,VOLT GREEN LATA 473 ml 6 pack
517506,BIO ALOE UVA PET NO RETORNABLE 500 ML 12
517529,BIO ALOE UVA VIDRIO NO RETORNABLE 450 ML 6
