id_cliente;cod_articulo_magic
0030|1549735;523595
0030|1550083;622631
0030|1705570;500264
0030|1549722;523439
0030|1625338;522633
0030|1551546;523125
0030|1628873;523125
0030|1550076;522512
0030|1549729;599587
0030|1551314;599111
0030|1551544;522795
0030|1551554;522634
0030|1549730;515614
0030|1551545;523125
0030|1551550;598801
0030|1590572;522373
0030|1549984;522373
0030|1549727;622631
0030|1551557;599218
0030|1551337;599876
0030|1549705;599218
0030|1783386;522355
0030|1551548;523437
0030|1549701;622631
0030|1551539;500330
0030|1549711;599565
0030|1551304;622631
0030|1627664;509826
0030|1549943;800071
0030|1549718;522354
0030|1796574;523463
0030|1549952;522352
0030|1549735;800071
0030|1550083;522634
0030|1705570;522512
0030|1549722;523463
0030|1625338;523463
0030|1551546;522354
0030|1628873;800071
0030|1550076;517297
0030|1549729;599590
0030|1551314;515614
0030|1551544;599111
0030|1551554;800054
0030|1549730;800058
0030|1551545;523538
0030|1551550;516209
0030|1590572;599831
0030|1549984;523438
0030|1549727;522632
0030|1551557;622631
0030|1551337;517297
0030|1549705;622631
0030|1783386;523125
0030|1551548;800071
0030|1549701;522634
0030|1551539;800069
0030|1549711;515614
0030|1551304;522355
0030|1627664;522856
0030|1549943;523437
0030|1549718;515614
0030|1796574;599111
0030|1549952;523125
0030|1549735;523437
0030|1550083;523439
0030|1705570;599565
0030|1549722;509600
0030|1625338;800058
0030|1551546;599587
0030|1628873;523437
0030|1550076;523125
0030|1549729;523438
0030|1551314;599565
0030|1551544;800054
0030|1551554;800071
0030|1549730;522633
0030|1551545;800071
0030|1551550;509600
0030|1590572;76643
0030|1549984;523439
0030|1549727;509826
0030|1551557;522634
0030|1551337;522442
0030|1549705;522634
0030|1783386;800071
0030|1551548;523125
0030|1549701;522632
0030|1551539;522856
0030|1549711;522353
0030|1551304;500330
0030|1627664;522442
0030|1549943;523278
0030|1549718;599565
0030|1796574;523595
0030|1549952;800071
0030|1549735;523278
0030|1550083;599111
0030|1705570;515614
0030|1549722;522373
0030|1625338;522442
0030|1551546;599590
0030|1628873;523538
0030|1550076;800071
0030|1549729;522795
0030|1551314;522354
0030|1551544;599212
0030|1551554;523125
0030|1549730;509826
0030|1551545;523278
0030|1551550;522373
0030|1590572;509600
0030|1549984;522713
0030|1549727;523463
0030|1551557;522632
0030|1551337;522632
0030|1549705;522632
0030|1783386;523278
0030|1551548;523538
0030|1549701;599111
0030|1551539;523463
0030|1549711;509600
0030|1551304;509600
0030|1627664;598901
0030|1549943;523125
0030|1549718;622631
0030|1796574;500330
0030|1549952;523437
0030|1549735;523125
0030|1550083;599565
0030|1705570;509826
0030|1549722;599832
0030|1625338;598801
0030|1551546;523463
0030|1628873;523278
0030|1550076;523437
0030|1549729;523463
0030|1551314;509600
0030|1551544;522355
0030|1551554;523437
0030|1549730;523595
0030|1551545;517146
0030|1551550;599831
0030|1590572;599832
0030|1549984;517140
0030|1549727;523125
0030|1551557;599111
0030|1551337;800071
0030|1549705;599111
0030|1783386;523437
0030|1551548;523278
0030|1549701;598801
0030|1551539;800071
0030|1549711;599831
0030|1551304;522373
0030|1627664;599831
0030|1549943;523538
0030|1549718;522634
0030|1796574;517263
0030|1549952;523538
0030|1549735;523538
0030|1550083;515614
0030|1705570;517297
0030|1549722;599831
0030|1625338;516209
0030|1551546;599565
0030|1628873;516209
0030|1550076;523538
0030|1549729;517146
0030|1551314;522373
0030|1551544;800058
0030|1551554;523538
0030|1549730;76643
0030|1551545;516209
0030|1551550;76643
0030|1590572;599218
0030|1549984;599111
0030|1549727;523278
0030|1551557;598801
0030|1551337;523437
0030|1549705;598801
0030|1783386;523538
0030|1551548;599565
0030|1549701;516209
0030|1551539;523437
0030|1549711;76643
0030|1551304;599831
0030|1627664;599832
0030|1549943;522373
0030|1549718;522353
0030|1796574;599218
0030|1549952;523278
0030|1549735;800069
0030|1550083;599212
0030|1705570;522354
0030|1549722;76643
0030|1625338;800071
0030|1551546;515614
0030|1628873;598801
0030|1550076;523278
0030|1549729;599228
0030|1551314;599831
0030|1551544;522633
0030|1551554;523278
0030|1549730;509600
0030|1551545;598801
0030|1551550;599832
0030|1590572;522512
0030|1549984;522633
0030|1549727;800071
0030|1551557;516209
0030|1551337;523278
0030|1549705;516209
0030|1783386;517146
0030|1551548;515614
0030|1549701;509600
0030|1551539;523278
0030|1549711;522373
0030|1551304;76643
0030|1627664;522373
0030|1549943;599832
0030|1549718;509826
0030|1796574;800071
0030|1549952;517263
0030|1549735;500330
